,bus_name
2006,DUNCANVILLE 8 1
2007,DALLAS 13 1
2008,DALLAS 14 1
2009,MESQUITE 1 1
2010,BALCH SPRINGS 4 1
2011,BALCH SPRINGS 4 2
2012,SUNNYVALE 1 1
2013,SUNNYVALE 1 2
2014,SUNNYVALE 2 1
2015,BALCH SPRINGS 5 1
2016,MESQUITE 2 1
2017,MESQUITE 2 2
2018,MESQUITE 3 1
2019,MESQUITE 3 2
2020,MESQUITE 4 1
2021,HUTCHINS 1 1
2022,MESQUITE 5 1
2023,DALLAS 15 1
2024,MESQUITE 6 1
2025,MESQUITE 7 1
2026,BALCH SPRINGS 6 1
2027,BALCH SPRINGS 6 2
2028,BALCH SPRINGS 7 1
2029,BALCH SPRINGS 8 1
2030,DALLAS 16 1
2031,BALCH SPRINGS 9 1
2032,MESQUITE 8 1
2033,MESQUITE 8 2
2034,DALLAS 17 1
2035,MESQUITE 9 1
2036,DALLAS 18 1
2037,DALLAS 18 2
2038,MESQUITE 10 1
2039,MESQUITE 10 2
2040,DALLAS 19 1
2041,DALLAS 19 2
2042,LANCASTER 1 1
2043,LANCASTER 1 2
2044,DALLAS 20 1
2045,DESOTO 1 1
2046,DESOTO 1 2
2047,DUNCANVILLE 9 1
2048,DUNCANVILLE 10 1
2049,DALLAS 21 1
2050,DALLAS 21 2
2051,LANCASTER 2 1
2052,IRVING 1 1
2053,IRVING 2 1
2054,GRAND PRAIRIE 2 1
2055,GRAND PRAIRIE 2 2
2056,GRAND PRAIRIE 3 1
2057,DALLAS 22 1
2058,DALLAS 22 2
2059,IRVING 3 1
2060,IRVING 3 2
2061,IRVING 4 1
2062,COPPELL 1 1
2063,COPPELL 1 2
2064,COPPELL 2 1
2065,COPPELL 3 1
2066,COPPELL 4 1
2067,IRVING 5 1
2068,IRVING 5 2
2069,CARROLLTON 1 1
2070,CARROLLTON 1 2
2071,COPPELL 5 1
2072,COPPELL 6 1
2073,CARROLLTON 2 1
2074,CARROLLTON 3 1
2075,CARROLLTON 3 2
2076,DUNCANVILLE 11 1
2077,DUNCANVILLE 12 1
2078,DUNCANVILLE 12 2
2079,DUNCANVILLE 13 1
2080,DUNCANVILLE 13 2
2081,DUNCANVILLE 13 3
2082,DUNCANVILLE 13 4
2083,DESOTO 2 1
2084,CARROLLTON 4 1
2085,ADDISON 1 1
2086,ADDISON 2 1
2087,ADDISON 3 1
2088,ADDISON 4 1
2089,ADDISON 4 2
2090,ADDISON 5 1
2091,ADDISON 5 2
2092,CARROLLTON 5 1
2093,ADDISON 6 1
2094,ADDISON 7 1
2095,ADDISON 7 2
2096,CARROLLTON 6 1
2097,CARROLLTON 6 2
2098,CARROLLTON 7 1
2099,CARROLLTON 7 2
2100,CARROLLTON 8 1
2101,CARROLLTON 8 2
2102,CARROLLTON 8 3
2103,CARROLLTON 8 4
2104,DALLAS 23 1
2105,GARLAND 1 1
2106,MESQUITE 11 1
2107,MESQUITE 12 1
2108,MESQUITE 13 1
2109,MESQUITE 14 1
2110,MESQUITE 15 1
2111,MESQUITE 16 1
2112,MESQUITE 16 2
2113,GARLAND 2 1
2114,MESQUITE 17 1
2115,MESQUITE 18 1
2116,MESQUITE 19 1
2117,MESQUITE 20 1
2118,MESQUITE 21 1
2119,MESQUITE 22 1
2120,MESQUITE 23 1
2121,MESQUITE 24 1
2122,MESQUITE 25 1
2123,MESQUITE 26 1
2124,MESQUITE 27 1
2125,MESQUITE 28 1
2126,MESQUITE 29 1
2127,MESQUITE 29 2
2128,MESQUITE 29 3
2129,MESQUITE 29 4
2130,MESQUITE 30 1
2131,GARLAND 3 1
2132,GARLAND 4 1
2133,MESQUITE 31 1
2134,MESQUITE 32 1
2135,GARLAND 5 1
2136,MESQUITE 33 1
2137,LANCASTER 3 1
2138,LANCASTER 4 1
2139,DESOTO 3 1
2140,LANCASTER 5 1
2141,LANCASTER 6 1
2142,DESOTO 4 1
2143,DESOTO 5 1
2144,DESOTO 6 1
2145,LANCASTER 7 1
2146,LANCASTER 8 1
2147,LANCASTER 9 1
2148,WILMER 4 1
2149,DESOTO 7 1
2150,DESOTO 8 1
2151,DESOTO 9 1
2152,LANCASTER 10 1
2153,LANCASTER 11 1
2154,LANCASTER 12 1
2155,LANCASTER 13 1
2156,LANCASTER 14 1
2157,LANCASTER 14 2
2158,LANCASTER 15 1
2159,DESOTO 10 1
2160,DESOTO 11 1
2161,HUTCHINS 2 1
2162,DESOTO 12 1
2163,DESOTO 13 1
2164,DESOTO 13 2
2165,DESOTO 14 1
2166,DESOTO 15 1
2167,DESOTO 16 1
2168,LANCASTER 16 1
2169,DESOTO 17 1
2170,DESOTO 18 1
2171,DESOTO 19 1
2172,DESOTO 20 1
2173,DESOTO 21 1
2174,DESOTO 22 1
2175,DESOTO 23 1
2176,LANCASTER 17 1
2177,DESOTO 24 1
2178,DESOTO 25 1
2179,DESOTO 26 1
2180,LANCASTER 18 1
2181,LANCASTER 19 1
2182,LANCASTER 20 1
2183,LANCASTER 21 1
2184,LANCASTER 22 1
2185,DESOTO 27 1
2186,RED OAK 1 1
2187,RED OAK 2 1
2188,WILMER 5 1
2189,WILMER 6 1
2190,LANCASTER 23 1
2191,DESOTO 28 1
2192,LANCASTER 24 1
2193,DESOTO 29 1
2194,DESOTO 30 1
2195,DESOTO 30 2
2196,DESOTO 31 1
2197,LANCASTER 25 1
2198,DESOTO 32 1
2199,LANCASTER 26 1
2200,LANCASTER 27 1
2201,DESOTO 33 1
2202,LANCASTER 28 1
2203,LANCASTER 29 1
2204,LANCASTER 30 1
2205,LANCASTER 31 1
2206,DESOTO 34 1
2207,DALLAS 24 1
2208,DALLAS 24 2
2209,DALLAS 25 1
2210,DALLAS 26 1
2211,DALLAS 27 1
2212,DALLAS 28 1
2213,DALLAS 29 1
2214,DALLAS 30 1
2215,DALLAS 31 1
2216,DALLAS 32 1
2217,DALLAS 32 2
2218,DALLAS 33 1
2219,DALLAS 34 1
2220,DALLAS 35 1
2221,DALLAS 36 1
2222,DALLAS 37 1
2223,DALLAS 37 2
2224,DALLAS 38 1
2225,ADDISON 8 1
2226,RICHARDSON 1 1
2227,DALLAS 39 1
2228,DALLAS 40 1
2229,DALLAS 41 1
2230,DALLAS 41 2
2231,DALLAS 41 3
2232,DALLAS 41 4
2233,DALLAS 42 1
2234,DALLAS 42 2
2235,DALLAS 43 1
2236,DALLAS 44 1
2237,DALLAS 45 1
2238,DALLAS 46 1
2239,FERRIS 2 1
2240,ENNIS 3 1
2241,CORSICANA 3 1
2242,PALMER 2 1
2243,ENNIS 4 1
2244,WAXAHACHIE 2 1
2245,ENNIS 5 1
2246,CORSICANA 4 1
2247,CORSICANA 4 2
2248,RED OAK 3 1
2249,PALMER 3 1
2250,RED OAK 4 1
2251,BARRY 4 1
2252,RICE 3 1
2253,RED OAK 5 1
2254,WAXAHACHIE 3 1
2255,CORSICANA 5 1
2256,RED OAK 6 1
2257,RED OAK 7 1
2258,RED OAK 8 1
2259,RED OAK 9 1
2260,WAXAHACHIE 4 1
2261,BLOOMING GROVE 3 1
2262,RICE 4 1
2263,WAXAHACHIE 5 1
2264,WAXAHACHIE 5 2
2265,ENNIS 6 1
2266,ENNIS 6 2
2267,RED OAK 10 1
2268,ENNIS 7 1
2269,RED OAK 11 1
2270,WORTHAM 2 1
2271,DAWSON 2 1
2272,RICHLAND 2 1
2273,COOLIDGE 2 1
2274,FORNEY 1 1
2275,KAUFMAN 4 1
2276,KAUFMAN 5 1
2277,CRANDALL 1 1
2278,FORNEY 2 1
2279,CRANDALL 2 1
2280,SCURRY 3 1
2281,KAUFMAN 6 1
2282,KEMP 2 1
2283,KEMP 3 1
2284,KEMP 4 1
2285,TRINIDAD 1 1
2286,DUNCANVILLE 14 1
2287,DUNCANVILLE 14 2
2288,DUNCANVILLE 14 3
2289,DUNCANVILLE 14 4
2290,BARDWELL 2 1
2291,BARDWELL 2 2
2292,BARDWELL 2 3
2293,FORNEY 3 1
2294,FORNEY 3 2
2295,FORNEY 3 3
2296,FORNEY 3 4
2297,FORNEY 3 5
2298,FORNEY 3 6
2299,FORNEY 3 7
2300,FORNEY 3 8
2301,FORNEY 3 9
2302,FORNEY 3 10
2303,FERRIS 3 1
2304,FERRIS 3 2
2305,FERRIS 3 3
2306,FERRIS 3 4
2307,HUTCHINS 3 1
2308,HUTCHINS 3 2
2309,HUTCHINS 3 3
2310,HUTCHINS 3 4
2311,HUTCHINS 3 5
2312,ROUND MOUNTAIN 1 1
2313,ROUND MOUNTAIN 2 1
2314,SPICEWOOD 1 1
2315,DRIPPING SPRINGS 1 1
2316,WILLOW CITY 2 1
2317,MULDOON 1 1
2318,SMITHVILLE 1 1
2319,ELGIN 1 1
2320,ELGIN 2 1
2321,MC DADE 1 1
2322,ELGIN 3 1
2323,CEDAR CREEK 1 1
2324,PAIGE 1 1
2325,BASTROP 1 1
2326,BASTROP 2 1
2327,CEDAR CREEK 2 1
2328,DEL VALLE 1 1
2329,DALE 1 1
2330,CEDAR CREEK 3 1
2331,RED ROCK 1 1
2332,BASTROP 3 1
2333,SMITHVILLE 2 1
2334,MULDOON 2 1
2335,ROSANKY 1 1
2336,PAIGE 2 1
2337,SMITHVILLE 3 1
2338,SMITHVILLE 4 1
2339,THRALL 1 1
2340,ELGIN 4 1
2341,RED ROCK 2 1
2342,CEDAR CREEK 4 1
2343,LA GRANGE 1 1
2344,PAIGE 3 1
2345,WEST POINT 1 1
2346,WEST POINT 2 1
2347,LINCOLN 1 1
2348,GIDDINGS 1 1
2349,ELGIN 5 1
2350,BASTROP 4 1
2351,SMITHVILLE 5 1
2352,SCHULENBURG 1 1
2353,KINGSLAND 1 1
2354,MARBLE FALLS 1 1
2355,MARBLE FALLS 2 1
2356,MARBLE FALLS 3 1
2357,SPICEWOOD 2 1
2358,MARBLE FALLS 4 1
2359,THORNDALE 1 1
2360,THRALL 2 1
2361,LLANO 1 1
2362,KINGSLAND 2 1
2363,LLANO 2 1
2364,BUDA 1 1
2365,DEL VALLE 2 1
2366,DEL VALLE 3 1
2367,BUDA 2 1
2368,BUDA 2 2
2369,AUSTIN 1 1
2370,AUSTIN 2 1
2371,AUSTIN 3 1
2372,AUSTIN 4 1
2373,AUSTIN 5 1
2374,AUSTIN 6 1
2375,AUSTIN 7 1
2376,AUSTIN 7 2
2377,AUSTIN 8 1
2378,AUSTIN 9 1
2379,AUSTIN 10 1
2380,AUSTIN 11 1
2381,AUSTIN 12 1
2382,AUSTIN 12 2
2383,AUSTIN 12 3
2384,AUSTIN 12 4
2385,AUSTIN 13 1
2386,AUSTIN 13 2
2387,AUSTIN 14 1
2388,AUSTIN 15 1
2389,AUSTIN 16 1
2390,AUSTIN 16 2
2391,AUSTIN 17 1
2392,AUSTIN 18 1
2393,DEL VALLE 4 1
2394,AUSTIN 19 1
2395,AUSTIN 20 1
2396,AUSTIN 21 1
2397,AUSTIN 22 1
2398,AUSTIN 23 1
2399,AUSTIN 24 1
2400,AUSTIN 25 1
2401,AUSTIN 25 2
2402,AUSTIN 26 1
2403,AUSTIN 26 2
2404,AUSTIN 27 1
2405,AUSTIN 27 2
2406,AUSTIN 28 1
2407,AUSTIN 29 1
2408,AUSTIN 29 2
2409,AUSTIN 30 1
2410,SPICEWOOD 3 1
2411,LEANDER 1 1
2412,SPICEWOOD 4 1
2413,SPICEWOOD 4 2
2414,CEDAR PARK 1 1
2415,SPICEWOOD 5 1
2416,SPICEWOOD 6 1
2417,LEANDER 2 1
2418,CEDAR PARK 2 1
2419,SPICEWOOD 7 1
2420,CEDAR PARK 3 1
2421,SPICEWOOD 8 1
2422,SPICEWOOD 9 1
2423,LEANDER 3 1
2424,AUSTIN 31 1
2425,CEDAR PARK 4 1
2426,SPICEWOOD 10 1
2427,LEANDER 4 1
2428,SPICEWOOD 11 1
2429,SPICEWOOD 12 1
2430,SPICEWOOD 12 2
2431,SPICEWOOD 13 1
2432,MANCHACA 1 1
2433,MANCHACA 1 2
2434,AUSTIN 32 1
2435,CEDAR PARK 5 1
2436,PFLUGERVILLE 1 1
2437,AUSTIN 33 1
2438,CEDAR PARK 6 1
2439,AUSTIN 34 1
2440,AUSTIN 35 1
2441,ROUND ROCK 1 1
2442,ROUND ROCK 1 2
2443,AUSTIN 36 1
2444,AUSTIN 37 1
2445,AUSTIN 38 1
2446,AUSTIN 39 1
2447,AUSTIN 39 2
2448,AUSTIN 39 3
2449,AUSTIN 39 4
2450,AUSTIN 40 1
2451,AUSTIN 41 1
2452,ROUND ROCK 2 1
2453,CEDAR PARK 7 1
2454,CEDAR PARK 7 2
2455,CEDAR PARK 8 1
2456,PFLUGERVILLE 2 1
2457,AUSTIN 42 1
2458,AUSTIN 42 2
2459,AUSTIN 43 1
2460,CEDAR PARK 9 1
2461,AUSTIN 44 1
2462,AUSTIN 45 1
2463,AUSTIN 45 2
2464,AUSTIN 46 1
2465,AUSTIN 47 1
2466,MANOR 1 1
2467,MANOR 1 2
2468,MANOR 1 3
2469,MANOR 1 4
2470,MANOR 2 1
2471,MANOR 3 1
2472,DEL VALLE 5 1
2473,DEL VALLE 5 2
2474,DEL VALLE 6 1
2475,DEL VALLE 7 1
2476,MANOR 4 1
2477,DEL VALLE 8 1
2478,MANOR 5 1
2479,MANOR 5 2
2480,DRIPPING SPRINGS 2 1
2481,DRIPPING SPRINGS 3 1
2482,DRIPPING SPRINGS 3 2
2483,MANCHACA 2 1
2484,DRIFTWOOD 1 1
2485,DRIPPING SPRINGS 4 1
2486,DRIFTWOOD 2 1
2487,DRIFTWOOD 3 1
2488,DRIFTWOOD 3 2
2489,DRIPPING SPRINGS 5 1
2490,DRIPPING SPRINGS 6 1
2491,DRIPPING SPRINGS 7 1
2492,PFLUGERVILLE 3 1
2493,ROUND ROCK 3 1
2494,PFLUGERVILLE 4 1
2495,PFLUGERVILLE 4 2
2496,ROUND ROCK 4 1
2497,ROUND ROCK 4 2
2498,ROUND ROCK 4 3
2499,ROUND ROCK 5 1
2500,PFLUGERVILLE 5 1
2501,PFLUGERVILLE 5 2
2502,PFLUGERVILLE 6 1
2503,MANOR 6 1
2504,COUPLAND 1 1
2505,ROUND ROCK 6 1
2506,ROUND ROCK 6 2
2507,ROUND ROCK 7 1
2508,PFLUGERVILLE 7 1
2509,AUSTIN 48 1
2510,MANCHACA 3 1
2511,MANCHACA 3 2
2512,MANCHACA 3 3
2513,MANCHACA 3 4
2514,AUSTIN 49 1
2515,AUSTIN 50 1
2516,MANCHACA 4 1
2517,MANCHACA 4 2
2518,MANCHACA 5 1
2519,AUSTIN 51 1
2520,MANCHACA 6 1
2521,AUSTIN 52 1
2522,AUSTIN 53 1
2523,AUSTIN 53 2
2524,MANCHACA 7 1
2525,MANCHACA 7 2
2526,MANCHACA 7 3
2527,MANCHACA 8 1
2528,BUDA 3 1
2529,MANCHACA 9 1
2530,DEL VALLE 9 1
2531,MANCHACA 10 1
2532,MANCHACA 10 2
2533,MANCHACA 10 3
2534,MANCHACA 10 4
2535,AUSTIN 54 1
2536,AUSTIN 54 2
2537,MANCHACA 11 1
2538,ROUND ROCK 8 1
2539,ROUND ROCK 8 2
2540,ROUND ROCK 8 3
2541,ROUND ROCK 8 4
2542,CEDAR PARK 10 1
2543,CEDAR PARK 10 2
2544,CEDAR PARK 11 1
2545,CEDAR PARK 12 1
2546,CEDAR PARK 13 1
2547,LEANDER 5 1
2548,LEANDER 6 1
2549,LEANDER 6 2
2550,CEDAR PARK 14 1
2551,CEDAR PARK 15 1
2552,CEDAR PARK 16 1
2553,CEDAR PARK 16 2
2554,CEDAR PARK 17 1
2555,CEDAR PARK 17 2
2556,CEDAR PARK 18 1
2557,CEDAR PARK 19 1
2558,CEDAR PARK 20 1
2559,CEDAR PARK 20 2
2560,LIBERTY HILL 1 1
2561,LEANDER 7 1
2562,LIBERTY HILL 2 1
2563,CEDAR PARK 21 1
2564,CEDAR PARK 22 1
2565,CEDAR PARK 23 1
2566,TAYLOR 1 1
2567,TAYLOR 2 1
2568,TAYLOR 2 2
2569,TAYLOR 2 3
2570,TAYLOR 2 4
2571,TAYLOR 3 1
2572,COUPLAND 2 1
2573,THRALL 3 1
2574,THRALL 4 1
2575,GRANGER 1 1
2576,COUPLAND 3 1
2577,TAYLOR 4 1
2578,TAYLOR 4 2
2579,TAYLOR 4 3
2580,CEDAR PARK 24 1
2581,GEORGETOWN 1 1
2582,GEORGETOWN 2 1
2583,GEORGETOWN 3 1
2584,GEORGETOWN 3 2
2585,GEORGETOWN 3 3
2586,ROUND ROCK 9 1
2587,ROUND ROCK 10 1
2588,HUTTO 1 1
2589,HUTTO 1 2
2590,GEORGETOWN 4 1
2591,ROUND ROCK 11 1
2592,ROUND ROCK 12 1
2593,ROUND ROCK 12 2
2594,ROUND ROCK 13 1
2595,ROUND ROCK 13 2
2596,ROUND ROCK 13 3
2597,ROUND ROCK 13 4
2598,HUTTO 2 1
2599,ROUND ROCK 14 1
2600,HUTTO 3 1
2601,HUTTO 3 2
2602,ROUND ROCK 15 1
2603,ROUND ROCK 15 2
2604,GEORGETOWN 5 1
2605,GEORGETOWN 5 2
2606,MARBLE FALLS 5 1
2607,KINGSLAND 3 1
2608,HORSESHOE BAY 1 1
2609,HORSESHOE BAY 2 1
2610,SPICEWOOD 14 1
2611,MARBLE FALLS 6 1
2612,HORSESHOE BAY 3 1
2613,THORNDALE 2 1
2614,MANOR 7 1
2615,MANOR 7 2
2616,MANOR 7 3
2617,MANOR 7 4
2618,MANOR 7 5
2619,MANOR 7 6
2620,MANOR 7 7
2621,AUSTIN 55 1
2622,AUSTIN 55 2
2623,HORSESHOE BAY 4 1
2624,HORSESHOE BAY 4 2
2625,HORSESHOE BAY 4 3
2626,HORSESHOE BAY 4 4
2627,MARBLE FALLS 7 1
2628,MARBLE FALLS 7 2
2629,MARBLE FALLS 7 3
2630,MARBLE FALLS 7 4
2631,MARBLE FALLS 7 5
2632,MARBLE FALLS 7 6
2633,MARBLE FALLS 7 7
2634,CEDAR PARK 25 1
2635,CEDAR PARK 25 2
2636,CEDAR PARK 25 3
2637,CEDAR PARK 25 4
2638,CEDAR PARK 25 5
2639,CEDAR PARK 25 6
2640,BASTROP 5 1
2641,BASTROP 5 2
2642,BASTROP 5 3
2643,BASTROP 5 4
2644,BASTROP 5 5
2645,HORSESHOE BAY 5 1
2646,HORSESHOE BAY 5 2
2647,HORSESHOE BAY 5 3
2648,HORSESHOE BAY 5 4
2649,DEL VALLE 10 1
2650,DEL VALLE 10 2
2651,DEL VALLE 10 3
2652,DEL VALLE 10 4
2653,DEL VALLE 10 5
2654,DEL VALLE 10 6
2655,CEDAR PARK 26 1
2656,CEDAR PARK 26 2
2657,CEDAR PARK 26 3
2658,CEDAR PARK 26 4
2659,CEDAR PARK 26 5
2660,AUSTIN 56 1
2661,AUSTIN 56 2
2662,AUSTIN 56 3
2663,AUSTIN 56 4
2664,BASTROP 6 1
2665,BASTROP 6 2
2666,BASTROP 6 3
2667,BASTROP 6 4
2668,BASTROP 6 5
2669,BASTROP 6 6
2670,BASTROP 6 7
2671,DEL VALLE 11 1
2672,DEL VALLE 11 2
2673,DEL VALLE 11 3
2674,DEL VALLE 11 4
2675,AUSTIN 57 1
2676,AUSTIN 57 2
2677,AUSTIN 57 3
2678,AUSTIN 57 4
2679,MANOR 8 1
2680,MANOR 8 2
2681,MANOR 8 3
2682,MANOR 8 4
2683,WEST POINT 3 1
2684,WEST POINT 3 2
2685,WEST POINT 3 3
2686,WEST POINT 3 4
2687,MANOR 9 1
2688,MANOR 9 2
2689,ROUND ROCK 16 1
2690,ROUND ROCK 16 2
2691,AUSTIN 58 1
2692,AUSTIN 58 2
2693,AUSTIN 59 1
2694,AUSTIN 59 2
2695,AUSTIN 60 1
2696,AUSTIN 60 2
2697,AUSTIN 60 3
2698,AUSTIN 60 4
2699,IOWA PARK 1 1
2700,SHEPPARD AFB 1 1
2701,HARROLD 1 1
2702,HOLLIDAY 1 1
2703,BURKBURNETT 1 1
2704,WICHITA FALLS 1 1
2705,IOWA PARK 2 1
2706,KOPPERL 1 1
2707,MERIDIAN 1 1
2708,WHITNEY 1 1
2709,RAINBOW 1 1
2710,GLEN ROSE 1 1
2711,WALNUT SPRINGS 1 1
2712,NEMO 1 1
2713,COVINGTON 1 1
2714,BLUM 1 1
2715,IREDELL 1 1
2716,WALNUT SPRINGS 2 1
2717,MUENSTER 1 1
2718,DECATUR 1 1
2719,BRIDGEPORT 1 1
2720,PARADISE 1 1
2721,PARADISE 2 1
2722,PARADISE 3 1
2723,BOYD 1 1
2724,BOYD 2 1
2725,RHOME 1 1
2726,NEWARK 1 1
2727,CHICO 1 1
2728,ALVORD 1 1
2729,CHICO 2 1
2730,PARADISE 4 1
2731,ROSSTON 1 1
2732,DECATUR 2 1
2733,DECATUR 3 1
2734,LEON 1 1
2735,ROSSTON 2 1
2736,KRUM 1 1
2737,SPRINGTOWN 1 1
2738,MUENSTER 2 1
2739,MUENSTER 3 1
2740,CHICO 3 1
2741,RHOME 2 1
2742,JUSTIN 1 1
2743,DESDEMONA 1 1
2744,DUBLIN 1 1
2745,DESDEMONA 2 1
2746,STEPHENVILLE 1 1
2747,STEPHENVILLE 2 1
2748,DUBLIN 2 1
2749,DUBLIN 3 1
2750,MILLSAP 1 1
2751,BLUFF DALE 1 1
2752,CRESSON 1 1
2753,MILLSAP 2 1
2754,GRAFORD 1 1
2755,STRAWN 1 1
2756,STRAWN 2 1
2757,STEPHENVILLE 3 1
2758,WHITT 1 1
2759,GRAFORD 2 1
2760,MINERAL WELLS 1 1
2761,SPRINGTOWN 2 1
2762,POOLVILLE 1 1
2763,MILLSAP 3 1
2764,WEATHERFORD 1 1
2765,SANTO 1 1
2766,MINERAL WELLS 2 1
2767,GORDON 1 1
2768,SANTO 2 1
2769,MILLSAP 4 1
2770,WEATHERFORD 2 1
2771,WEATHERFORD 3 1
2772,ALEDO 1 1
2773,CRESSON 2 1
2774,GORDON 2 1
2775,BLUFF DALE 2 1
2776,MINGUS 1 1
2777,LIPAN 1 1
2778,TOLAR 1 1
2779,BLUFF DALE 3 1
2780,GRANBURY 1 1
2781,BLUFF DALE 4 1
2782,GODLEY 1 1
2783,SPRINGTOWN 3 1
2784,PALO PINTO 1 1
2785,STEPHENVILLE 4 1
2786,STRAWN 3 1
2787,MINGUS 2 1
2788,BLUFF DALE 5 1
2789,ALEDO 2 1
2790,MILLSAP 5 1
2791,STRAWN 4 1
2792,SUNSET 1 1
2793,OLNEY 1 1
2794,NOCONA 1 1
2795,GRAHAM 1 1
2796,WICHITA FALLS 2 1
2797,JACKSBORO 1 1
2798,MEGARGEL 1 1
2799,WINDTHORST 1 1
2800,WOODSON 1 1
2801,LOVING 1 1
2802,GRAHAM 2 1
2803,PERRIN 1 1
2804,PETROLIA 1 1
2805,HENRIETTA 1 1
2806,RINGGOLD 1 1
2807,NOCONA 2 1
2808,BELLEVUE 1 1
2809,SUNSET 2 1
2810,WICHITA FALLS 3 1
2811,NEWCASTLE 1 1
2812,JACKSBORO 2 1
2813,VERNON 1 1
2814,OKLAUNION 1 1
2815,SEYMOUR 1 1
2816,THROCKMORTON 1 1
2817,SEYMOUR 2 1
2818,EASTLAND 1 1
2819,EASTLAND 1 2
2820,EASTLAND 1 3
2821,EASTLAND 1 4
2822,BRECKENRIDGE 1 1
2823,BRECKENRIDGE 2 1
2824,CADDO 1 1
2825,GORMAN 1 1
2826,RANGER 1 1
2827,OLDEN 1 1
2828,KRUM 2 1
2829,SANGER 1 1
2830,SANGER 2 1
2831,KRUM 3 1
2832,KRUM 4 1
2833,KRUM 5 1
2834,KENNEDALE 1 1
2835,KENNEDALE 2 1
2836,KENNEDALE 2 2
2837,KENNEDALE 2 3
2838,KENNEDALE 2 4
2839,HALTOM CITY 1 1
2840,HALTOM CITY 1 2
2841,HALTOM CITY 2 1
2842,HALTOM CITY 2 2
2843,KENNEDALE 3 1
2844,HALTOM CITY 3 1
2845,KENNEDALE 4 1
2846,NEWARK 2 1
2847,NEWARK 2 2
2848,NEWARK 2 3
2849,NEWARK 2 4
2850,AZLE 1 1
2851,AZLE 1 2
2852,AZLE 1 3
2853,AZLE 2 1
2854,NEWARK 3 1
2855,NAVAL AIR STATION_ JRB 1 1
2856,CLEBURNE 1 1
2857,JOSHUA 1 1
2858,CLEBURNE 2 1
2859,KEENE 1 1
2860,KEENE 1 2
2861,CLEBURNE 3 1
2862,RIO VISTA 1 1
2863,GODLEY 2 1
2864,RIO VISTA 2 1
2865,KOPPERL 2 1
2866,RIO VISTA 3 1
2867,RIO VISTA 3 2
2868,NEMO 2 1
2869,GODLEY 3 1
2870,GODLEY 3 2
2871,CLEBURNE 4 1
2872,CLEBURNE 4 2
2873,CLEBURNE 5 1
2874,KEENE 2 1
2875,BURLESON 1 1
2876,BURLESON 2 1
2877,BURLESON 3 1
2878,BURLESON 3 2
2879,BURLESON 4 1
2880,GODLEY 4 1
2881,GODLEY 4 2
2882,JOSHUA 2 1
2883,CRESSON 3 1
2884,JOSHUA 3 1
2885,CROWLEY 1 1
2886,CROWLEY 2 1
2887,JOSHUA 4 1
2888,JOSHUA 5 1
2889,JOSHUA 5 2
2890,BURLESON 5 1
2891,JOSHUA 6 1
2892,JOSHUA 6 2
2893,JOSHUA 6 3
2894,JOSHUA 6 4
2895,BURLESON 6 1
2896,GODLEY 5 1
2897,FORT WORTH 1 1
2898,FORT WORTH 2 1
2899,FORT WORTH 2 2
2900,FORT WORTH 3 1
2901,FORT WORTH 3 2
2902,FORT WORTH 4 1
2903,FORT WORTH 5 1
2904,FORT WORTH 6 1
2905,FORT WORTH 7 1
2906,FORT WORTH 8 1
2907,FORT WORTH 9 1
2908,FORT WORTH 10 1
2909,FORT WORTH 11 1
2910,FORT WORTH 11 2
2911,FORT WORTH 12 1
2912,FORT WORTH 12 2
2913,FORT WORTH 13 1
2914,FORT WORTH 14 1
2915,NAVAL AIR STATION_ JRB 2 1
2916,FORT WORTH 15 1
2917,FORT WORTH 16 1
2918,FORT WORTH 16 2
2919,FORT WORTH 17 1
2920,HALTOM CITY 4 1
2921,HALTOM CITY 4 2
2922,NORTH RICHLAND HILLS 1 1
2923,NORTH RICHLAND HILLS 2 1
2924,HALTOM CITY 5 1
2925,HALTOM CITY 5 2
2926,NORTH RICHLAND HILLS 3 1
2927,NORTH RICHLAND HILLS 4 1
2928,NORTH RICHLAND HILLS 4 2
2929,HALTOM CITY 6 1
2930,NORTH RICHLAND HILLS 5 1
2931,NORTH RICHLAND HILLS 6 1
2932,NORTH RICHLAND HILLS 7 1
2933,NORTH RICHLAND HILLS 8 1
2934,HALTOM CITY 7 1
2935,KELLER 1 1
2936,KELLER 2 1
2937,NORTH RICHLAND HILLS 9 1
2938,NORTH RICHLAND HILLS 9 2
2939,NORTH RICHLAND HILLS 10 1
2940,HALTOM CITY 8 1
2941,HALTOM CITY 9 1
2942,HALTOM CITY 10 1
2943,KEENE 3 1
2944,PONDER 1 1
2945,JUSTIN 2 1
2946,JUSTIN 2 2
2947,ARGYLE 1 1
2948,PONDER 2 1
2949,ARGYLE 2 1
2950,PONDER 3 1
2951,JUSTIN 3 1
2952,ARGYLE 3 1
2953,ARGYLE 3 2
2954,ROANOKE 1 1
2955,KELLER 3 1
2956,KELLER 4 1
2957,KELLER 4 2
2958,KELLER 4 3
2959,KELLER 4 4
2960,KELLER 5 1
2961,HASLET 1 1
2962,HASLET 1 2
2963,KELLER 6 1
2964,KELLER 6 2
2965,KELLER 6 3
2966,KELLER 7 1
2967,KELLER 8 1
2968,KELLER 9 1
2969,KELLER 9 2
2970,KELLER 10 1
2971,KELLER 10 2
2972,ROANOKE 2 1
2973,KELLER 11 1
2974,HASLET 2 1
2975,BURLESON 7 1
