,F_BUS,T_BUS,BR_R,BR_X,BR_B,RATE_A,RATE_B,RATE_C,TAP,SHIFT,BR_STATUS,ANGMIN,ANGMAX,PF,QF,PT,QT,MU_SF,MU_ST,MU_ANGMIN,MU_ANGMAX
5620,170293,170294,0.0,0.01,0.0,75.0,75.0,75.0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0
5621,170295,170297,0.00092,0.00198,0.00011,142.8,142.8,142.8,0,0,1,0,0,-48.51,-22.1,48.53,22.14,0,0,0,0
5622,170295,170299,0.0185,0.03126,0.00111,126.6,126.6,126.6,0,0,1,0,0,-0.69,5.5,0.7,-5.6,0,0,0,0
5623,170297,170296,0.00178,0.0533,0.0,265.0,265.0,265.0,1,0,1,0,0,-106.91,0.3,107.11,5.61,0,0,0,0
5624,170296,170338,0.00261,0.01192,0.00413,258.9,258.9,258.9,0,0,1,0,0,-8.73,-14.39,8.74,13.99,0,0,0,0
5625,170297,170377,0.00973,0.03087,0.00343,115.3,115.3,115.3,0,0,1,0,0,9.18,-30.25,-9.09,30.18,0,0,0,0
5626,170299,170298,0.00161,0.05043,0.0,181.5,181.5,181.5,1,0,1,0,0,-53.1,-12.0,53.15,13.45,0,0,0,0
5627,170301,170300,0.00152,0.04385,0.0,137.0,137.0,137.0,1,0,1,0,0,-54.01,23.51,54.06,-22.06,0,0,0,0
5628,170302,170300,0.00182,0.00784,0.01427,247.9,247.9,247.9,0,0,1,0,0,54.12,-23.27,-54.06,22.06,0,0,0,0
5629,170301,170416,0.00821,0.02034,0.00436,127.3,127.3,127.3,0,0,1,0,0,-27.84,-37.2,28.0,37.16,0,0,0,0
5630,170303,170302,0.00244,0.06963,0.0,225.4,225.4,225.4,1,0,1,0,0,-88.61,20.62,88.8,-15.12,0,0,0,0
5631,170304,170345,0.01624,0.04587,0.00413,115.2,115.2,115.2,0,0,1,0,0,-22.87,-29.94,23.09,30.15,0,0,0,0
5632,170307,170306,0.00168,0.04308,0.0,216.0,216.0,216.0,1,0,1,0,0,-52.1,-3.71,52.15,4.87,0,0,0,0
5633,170307,170311,0.02272,0.04588,0.00336,125.9,125.9,125.9,0,0,1,0,0,-7.2,3.5,7.21,-3.81,0,0,0,0
5634,170307,170316,0.0035,0.00851,0.00031,116.9,116.9,116.9,0,0,1,0,0,42.8,-3.09,-42.74,3.22,0,0,0,0
5635,170308,170314,0.01272,0.03727,0.00183,93.3,93.3,93.3,0,0,1,0,0,-12.68,28.57,12.8,-28.43,0,0,0,0
5636,170308,170315,0.03101,0.07149,0.00311,105.5,105.5,105.5,0,0,1,0,0,4.87,12.43,-4.82,-12.65,0,0,0,0
5637,170310,170309,0.00123,0.04004,0.0,305.2,305.2,305.2,1,0,1,0,0,-91.74,12.17,91.84,-8.92,0,0,0,0
5638,170312,170310,0.02104,0.05143,0.00495,119.9,119.9,119.9,0,0,1,0,0,-39.82,4.53,40.14,-4.26,0,0,0,0
5639,170313,170310,0.01211,0.03041,0.00833,107.2,107.2,107.2,0,0,1,0,0,-20.52,0.76,20.57,-1.52,0,0,0,0
5640,170310,170315,0.03658,0.09399,0.0019,95.9,95.9,95.9,0,0,1,0,0,7.03,-9.78,-6.98,9.71,0,0,0,0
5641,170317,170320,0.00457,0.14408,0.0,98.8,98.8,98.8,1,0,1,0,0,14.25,8.1,-14.24,-7.74,0,0,0,0
5642,170318,170320,0.01836,0.30238,0.0,52.5,52.5,52.5,1,0,1,0,0,-14.2,-7.0,14.24,7.74,0,0,0,0
5643,170319,170320,0.0,0.01,0.0,75.0,75.0,75.0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0
5644,170322,170321,0.00157,0.04925,0.0,231.9,231.9,231.9,1,0,1,0,0,-84.07,-19.7,84.19,23.64,0,0,0,0
5645,170322,170324,0.00773,0.02037,0.00072,130.1,130.1,130.1,0,0,1,0,0,31.17,2.8,-31.08,-2.65,0,0,0,0
5646,170346,170325,0.00414,0.00845,0.00056,128.8,128.8,128.8,0,0,1,0,0,44.51,36.98,-44.38,-36.78,0,0,0,0
5647,170372,170325,0.00647,0.01141,0.00054,125.7,125.7,125.7,0,0,1,0,0,-38.62,-35.19,38.78,35.43,0,0,0,0
5648,170326,170375,0.00285,0.00826,0.00341,101.1,101.1,101.1,0,0,1,0,0,-42.9,-25.72,42.97,25.55,0,0,0,0
5649,170326,170415,0.00157,0.00436,0.00137,98.5,98.5,98.5,0,0,1,0,0,40.26,25.19,-40.23,-25.25,0,0,0,0
5650,170327,170378,0.01697,0.03566,0.00107,82.6,82.6,82.6,0,0,1,0,0,2.01,-1.65,-2.01,1.53,0,0,0,0
5651,170382,170327,0.00426,0.01068,0.00025,100.1,100.1,100.1,0,0,1,0,0,21.61,5.84,-21.59,-5.81,0,0,0,0
5652,170406,170327,0.00332,0.00926,0.00056,86.0,86.0,86.0,0,0,1,0,0,-15.96,-6.82,15.97,6.78,0,0,0,0
5653,170328,170334,0.00525,0.01035,0.00081,172.9,172.9,172.9,0,0,1,0,0,-90.1,56.33,90.66,-55.31,0,0,0,0
5654,170328,170343,0.00646,0.01661,0.00055,128.7,128.7,128.7,0,0,1,0,0,60.73,-37.96,-60.41,38.71,0,0,0,0
5655,170328,170419,0.00302,0.0056,0.00059,112.5,112.5,112.5,0,0,1,0,0,25.83,-19.5,-25.8,19.5,0,0,0,0
5656,170329,170336,0.00851,0.02078,0.00099,111.7,111.7,111.7,0,0,1,0,0,-42.85,13.17,43.01,-12.88,0,0,0,0
5657,170329,170421,0.00118,0.00322,0.00055,106.9,106.9,106.9,0,0,1,0,0,35.95,-13.92,-35.93,13.91,0,0,0,0
5658,170330,170339,0.00129,0.00413,0.00076,134.4,134.4,134.4,0,0,1,0,0,-1.92,-26.23,1.93,26.17,0,0,0,0
5659,170330,170354,0.0029,0.00762,0.00052,131.2,131.2,131.2,0,0,1,0,0,-12.98,23.38,13.0,-23.38,0,0,0,0
5660,170332,170331,0.00296,0.0761,0.0,120.2,120.2,120.2,1,0,1,0,0,-40.02,18.43,40.07,-17.05,0,0,0,0
5661,170333,170331,0.00276,0.01319,0.00589,235.9,235.9,235.9,0,0,1,0,0,40.12,-17.43,-40.07,17.05,0,0,0,0
5662,170332,170369,0.00494,0.01276,0.00143,143.5,143.5,143.5,0,0,1,0,0,69.07,-55.56,-68.71,56.34,0,0,0,0
5663,170332,170389,0.00823,0.01932,0.0007,100.0,100.0,100.0,0,0,1,0,0,-12.73,18.51,12.77,-18.49,0,0,0,0
5664,170394,170332,0.0017,0.00411,0.00079,106.2,106.2,106.2,0,0,1,0,0,19.58,-17.64,-19.57,17.58,0,0,0,0
5665,170334,170333,0.00141,0.03963,0.0,239.4,239.4,239.4,1,0,1,0,0,-86.98,11.77,87.08,-8.87,0,0,0,0
5666,170367,170334,0.00435,0.01093,0.00058,116.9,116.9,116.9,0,0,1,0,0,11.06,-41.15,-10.99,41.28,0,0,0,0
5667,170335,170402,0.0047,0.0108,0.00053,108.7,108.7,108.7,0,0,1,0,0,19.7,-20.53,-19.66,20.56,0,0,0,0
5668,170335,170419,0.00692,0.02089,0.00135,111.8,111.8,111.8,0,0,1,0,0,-24.5,19.85,24.56,-19.8,0,0,0,0
5669,170336,170342,0.00454,0.01032,0.00216,100.7,100.7,100.7,0,0,1,0,0,-33.42,-9.63,33.47,9.51,0,0,0,0
5670,170336,170414,0.0073,0.01662,0.00114,120.6,120.6,120.6,0,0,1,0,0,-4.27,-17.64,4.29,17.57,0,0,0,0
5671,170337,170400,0.00129,0.00234,0.00293,107.1,107.1,107.1,0,0,1,0,0,-8.77,23.55,8.78,-23.85,0,0,0,0
5672,170337,170407,0.00341,0.00831,0.00066,105.3,105.3,105.3,0,0,1,0,0,5.16,-24.75,-5.14,24.73,0,0,0,0
5673,170339,170338,0.00199,0.05292,0.0,334.2,334.2,334.2,1,0,1,0,0,-190.85,44.98,191.56,-25.99,0,0,0,0
5674,170339,170404,0.00179,0.00516,0.00036,268.1,268.1,268.1,0,0,1,0,0,95.99,-143.14,-95.5,144.53,0,0,0,0
5675,170339,170416,0.00154,0.00505,0.00049,132.2,132.2,132.2,0,0,1,0,0,30.45,37.97,-30.41,-37.91,0,0,0,0
5676,170339,170422,0.00203,0.00394,8e-05,131.7,131.7,131.7,0,0,1,0,0,60.53,33.49,-60.44,-33.32,0,0,0,0
5677,170362,170340,0.001,0.00274,0.00031,111.0,111.0,111.0,0,0,1,0,0,-14.27,25.43,14.28,-25.45,0,0,0,0
5678,170341,170350,0.00145,0.00412,0.00492,139.2,139.2,139.2,0,0,1,0,0,-62.68,83.2,62.83,-83.32,0,0,0,0
5679,170341,170365,0.00137,0.00336,0.00029,227.4,227.4,227.4,0,0,1,0,0,79.24,-131.49,-78.94,132.2,0,0,0,0
5680,170418,170341,0.00167,0.00437,0.00037,99.8,99.8,99.8,0,0,1,0,0,24.1,-46.79,-24.05,46.86,0,0,0,0
5681,170342,170415,0.00269,0.00721,0.0011,102.4,102.4,102.4,0,0,1,0,0,-35.65,-10.26,35.68,10.24,0,0,0,0
5682,170380,170343,0.00328,0.00704,0.00078,126.1,126.1,126.1,0,0,1,0,0,-56.02,39.39,56.16,-39.16,0,0,0,0
5683,170344,170357,0.00752,0.01379,0.00035,98.2,98.2,98.2,0,0,1,0,0,-6.84,-20.17,6.87,20.19,0,0,0,0
5684,170344,170366,0.01069,0.03204,0.00309,104.1,104.1,104.1,0,0,1,0,0,-24.15,22.48,24.26,-22.49,0,0,0,0
5685,170396,170345,0.00248,0.00609,0.00048,117.1,117.1,117.1,0,0,1,0,0,26.07,31.09,-26.03,-31.05,0,0,0,0
5686,170356,170346,0.00061,0.00177,0.00031,129.8,129.8,129.8,0,0,1,0,0,52.13,-31.28,-52.11,31.31,0,0,0,0
5687,170347,170399,0.00595,0.01377,0.00084,136.7,136.7,136.7,0,0,1,0,0,26.36,-10.1,-26.32,10.11,0,0,0,0
5688,170347,170425,0.00148,0.00308,0.00197,137.6,137.6,137.6,0,0,1,0,0,-39.27,5.16,39.29,-5.33,0,0,0,0
5689,170348,170374,0.00211,0.00474,0.00499,92.2,92.2,92.2,0,0,1,0,0,-10.17,-1.73,10.17,1.2,0,0,0,0
5690,170375,170348,0.00421,0.00899,0.00059,83.1,83.1,83.1,0,0,1,0,0,-5.27,-0.66,5.27,0.6,0,0,0,0
5691,170349,170383,0.01023,0.02801,0.00112,109.9,109.9,109.9,0,0,1,0,0,-50.83,15.3,51.1,-14.67,0,0,0,0
5692,170349,170412,0.00179,0.00365,0.00012,107.6,107.6,107.6,0,0,1,0,0,48.19,-15.9,-48.15,15.97,0,0,0,0
5693,170359,170350,0.00232,0.00789,0.001,117.0,117.0,117.0,0,0,1,0,0,47.69,-50.26,-47.58,50.5,0,0,0,0
5694,170350,170424,0.00288,0.00748,0.00047,145.6,145.6,145.6,0,0,1,0,0,-20.25,31.01,20.29,-30.97,0,0,0,0
5695,170351,170373,0.00553,0.00922,0.00325,93.2,93.2,93.2,0,0,1,0,0,8.29,-16.1,-8.27,15.77,0,0,0,0
5696,170351,170378,0.0032,0.00774,0.00059,90.9,90.9,90.9,0,0,1,0,0,-10.02,15.57,10.03,-15.61,0,0,0,0
5697,170352,170365,0.00409,0.01016,0.00065,140.6,140.6,140.6,0,0,1,0,0,-75.33,-60.57,75.69,61.39,0,0,0,0
5698,170407,170352,0.00084,0.00221,0.00063,110.0,110.0,110.0,0,0,1,0,0,-20.23,-27.35,20.24,27.31,0,0,0,0
5699,170357,170353,0.00577,0.01522,0.00047,93.0,93.0,93.0,0,0,1,0,0,-6.19,22.1,6.21,-22.08,0,0,0,0
5700,170353,170387,0.00508,0.01626,0.00031,89.8,89.8,89.8,0,0,1,0,0,-9.22,21.25,9.25,-21.2,0,0,0,0
5701,170355,170385,0.00447,0.00977,0.00032,100.1,100.1,100.1,0,0,1,0,0,6.79,-57.46,-6.65,57.73,0,0,0,0
5702,170355,170402,0.01194,0.0238,0.00238,93.7,93.7,93.7,0,0,1,0,0,-11.79,55.81,12.15,-55.35,0,0,0,0
5703,170356,170399,0.00254,0.00743,0.00071,131.1,131.1,131.1,0,0,1,0,0,-67.44,26.84,67.57,-26.56,0,0,0,0
5704,170398,170357,0.00437,0.0088,0.00043,102.3,102.3,102.3,0,0,1,0,0,7.81,-23.28,-7.78,23.28,0,0,0,0
5705,170358,170361,0.0042,0.11044,0.0,96.0,96.0,96.0,1,0,1,0,0,21.33,-3.37,-21.31,3.87,0,0,0,0
5706,170359,170361,0.01352,0.32773,0.0,52.0,52.0,52.0,1,0,1,0,0,-21.25,5.34,21.31,-3.87,0,0,0,0
5707,170359,170383,0.00428,0.0076,0.00122,106.5,106.5,106.5,0,0,1,0,0,-32.43,43.57,32.55,-43.49,0,0,0,0
5708,170360,170361,0.0,0.01,0.0,75.0,75.0,75.0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0
5709,170362,170373,0.00821,0.01482,0.00114,89.4,89.4,89.4,0,0,1,0,0,-7.6,-25.42,7.66,25.39,0,0,0,0
5710,170376,170362,0.00382,0.00837,0.00045,96.9,96.9,96.9,0,0,1,0,0,-18.17,1.27,18.18,-1.29,0,0,0,0
5711,170363,170365,0.00266,0.00752,0.00031,96.2,96.2,96.2,0,0,1,0,0,0.45,-20.47,-0.44,20.47,0,0,0,0
5712,170363,170376,0.00561,0.01351,0.0006,100.2,100.2,100.2,0,0,1,0,0,-11.91,17.99,11.94,-18.0,0,0,0,0
5713,170364,170371,0.00347,0.00752,0.00055,148.0,148.0,148.0,0,0,1,0,0,-43.08,59.78,43.26,-59.46,0,0,0,0
5714,170364,170371,0.00347,0.00752,0.00055,148.0,148.0,148.0,0,0,1,0,0,-43.08,59.78,43.26,-59.46,0,0,0,0
5715,170425,170364,0.00229,0.00621,0.00064,145.4,145.4,145.4,0,0,1,0,0,-82.34,2.99,82.48,-2.67,0,0,0,0
5716,170367,170386,0.00937,0.02739,0.00154,93.9,93.9,93.9,0,0,1,0,0,0.99,13.16,-0.98,-13.28,0,0,0,0
5717,170384,170368,0.00302,0.00697,0.00216,104.6,104.6,104.6,0,0,1,0,0,10.7,-24.89,-10.68,24.71,0,0,0,0
5718,170368,170395,0.00341,0.00875,0.00034,101.1,101.1,101.1,0,0,1,0,0,5.88,-25.69,-5.86,25.71,0,0,0,0
5719,170369,170385,0.01272,0.0269,0.00158,114.1,114.1,114.1,0,0,1,0,0,61.91,-57.47,-61.08,59.07,0,0,0,0
5720,170370,170420,0.00122,0.00244,0.00055,127.6,127.6,127.6,0,0,1,0,0,-56.86,50.03,56.92,-49.96,0,0,0,0
5721,170371,170397,0.00449,0.0089,0.00064,102.6,102.6,102.6,0,0,1,0,0,17.78,24.49,-17.75,-24.49,0,0,0,0
5722,170372,170396,0.00165,0.00411,0.00052,122.4,122.4,122.4,0,0,1,0,0,35.01,33.99,-34.97,-33.95,0,0,0,0
5723,170403,170373,0.00646,0.0134,0.00047,80.8,80.8,80.8,0,0,1,0,0,3.66,-20.95,-3.63,20.95,0,0,0,0
5724,170374,170418,0.00606,0.01635,0.001,96.5,96.5,96.5,0,0,1,0,0,-13.03,-1.35,13.04,1.27,0,0,0,0
5725,170375,170379,0.0047,0.01446,0.00231,101.6,101.6,101.6,0,0,1,0,0,-43.0,-26.62,43.12,26.71,0,0,0,0
5726,170376,170409,0.0062,0.01684,0.00346,94.1,94.1,94.1,0,0,1,0,0,1.82,15.6,-1.8,-15.93,0,0,0,0
5727,170408,170377,0.00447,0.01119,0.00044,118.6,118.6,118.6,0,0,1,0,0,-4.04,31.9,4.09,-31.83,0,0,0,0
5728,170378,170379,0.00286,0.00804,0.00099,100.6,100.6,100.6,0,0,1,0,0,-15.82,11.44,15.83,-11.52,0,0,0,0
5729,170379,170385,0.00509,0.01537,0.0017,124.3,124.3,124.3,0,0,1,0,0,-62.93,-16.39,63.13,16.8,0,0,0,0
5730,170405,170380,0.00516,0.01319,0.0002,122.0,122.0,122.0,0,0,1,0,0,-50.51,41.69,50.72,-41.19,0,0,0,0
5731,170381,170409,0.00331,0.0092,0.0005,115.0,115.0,115.0,0,0,1,0,0,22.53,-35.9,-22.47,36.0,0,0,0,0
5732,170410,170381,0.00454,0.00997,0.00074,116.7,116.7,116.7,0,0,1,0,0,25.55,-34.9,-25.47,35.0,0,0,0,0
5733,170387,170388,0.00448,0.01001,0.0012,84.8,84.8,84.8,0,0,1,0,0,-14.95,20.0,14.98,-20.07,0,0,0,0
5734,170388,170390,0.00358,0.00884,0.00105,106.5,106.5,106.5,0,0,1,0,0,14.8,-4.45,-14.79,4.36,0,0,0,0
5735,170391,170393,0.0048,0.01287,0.00087,109.3,109.3,109.3,0,0,1,0,0,-25.25,20.02,25.29,-19.99,0,0,0,0
5736,170392,170393,0.00292,0.00708,0.00026,111.1,111.1,111.1,0,0,1,0,0,28.79,-19.04,-28.75,19.09,0,0,0,0
5737,170395,170406,0.00804,0.01921,0.00067,96.5,96.5,96.5,0,0,1,0,0,1.06,-26.61,-1.01,26.67,0,0,0,0
5738,170398,170409,0.00951,0.02187,0.0009,108.8,108.8,108.8,0,0,1,0,0,-17.41,21.93,17.48,-21.87,0,0,0,0
5739,170399,170417,0.00351,0.0075,0.0002,121.9,121.9,121.9,0,0,1,0,0,-48.65,15.02,48.73,-14.86,0,0,0,0
5740,170400,170401,0.0007,0.00245,9e-05,111.8,111.8,111.8,0,0,1,0,0,-26.58,13.47,26.59,-13.45,0,0,0,0
5741,170401,170412,0.00238,0.00541,0.00112,116.7,116.7,116.7,0,0,1,0,0,-39.29,6.7,39.32,-6.74,0,0,0,0
5742,170402,170408,0.00567,0.01262,0.00089,122.4,122.4,122.4,0,0,1,0,0,2.82,33.22,-2.76,-33.18,0,0,0,0
5743,170403,170406,0.00183,0.00435,0.00187,83.8,83.8,83.8,0,0,1,0,0,-9.86,20.42,9.87,-20.6,0,0,0,0
5744,170417,170404,0.00232,0.00612,0.00036,124.6,124.6,124.6,0,0,1,0,0,-57.22,12.53,57.3,-12.37,0,0,0,0
5745,170405,170418,0.00447,0.0151,0.00167,106.5,106.5,106.5,0,0,1,0,0,41.27,-44.28,-41.11,44.62,0,0,0,0
5746,170407,170426,0.0027,0.00733,0.00113,117.2,117.2,117.2,0,0,1,0,0,11.48,0.96,-11.47,-1.08,0,0,0,0
5747,170411,170421,0.0036,0.00651,0.00139,115.2,115.2,115.2,0,0,1,0,0,-29.78,12.86,29.81,-12.94,0,0,0,0
5748,170412,170415,0.00145,0.00395,0.00046,85.7,85.7,85.7,0,0,1,0,0,5.66,-10.21,-5.66,10.17,0,0,0,0
5749,170413,170420,0.00355,0.0094,0.00155,119.9,119.9,119.9,0,0,1,0,0,38.5,1.18,-38.45,-1.22,0,0,0,0
5750,170425,170413,0.00123,0.00274,0.00018,121.3,121.3,121.3,0,0,1,0,0,41.46,1.81,-41.44,-1.78,0,0,0,0
5751,170414,170422,0.00404,0.00817,0.00099,119.0,119.0,119.0,0,0,1,0,0,-12.93,-18.7,12.95,18.63,0,0,0,0
5752,170422,170423,0.00176,0.00419,0.00206,132.7,132.7,132.7,0,0,1,0,0,53.87,14.06,-53.82,-14.16,0,0,0,0
5753,170422,170426,0.00176,0.00473,0.00013,115.0,115.0,115.0,0,0,1,0,0,-7.22,0.41,7.22,-0.42,0,0,0,0
5754,170427,170430,0.00682,0.16783,0.0,94.6,94.6,94.6,1,0,1,0,0,4.45,0.23,-4.45,-0.2,0,0,0,0
5755,170434,170427,0.0013,0.0082,0.00991,244.0,244.0,244.0,0,0,1,0,0,4.45,-0.81,-4.45,-0.23,0,0,0,0
5756,170428,170430,0.0057,0.12019,0.0,47.4,47.4,47.4,1,0,1,0,0,-4.45,-0.17,4.45,0.2,0,0,0,0
5757,170428,170441,0.01647,0.05021,0.00399,139.3,139.3,139.3,0,0,1,0,0,-32.88,-13.67,33.08,13.86,0,0,0,0
5758,170428,260165,0.00931,0.02295,0.00164,120.6,120.6,120.6,0,0,1,0,0,-5.97,4.55,5.97,-4.71,0,0,0,0
5759,170429,170430,0.0,0.01,0.0,50.0,50.0,50.0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0
5760,170432,170431,0.00076,0.02519,0.0,201.1,201.1,201.1,1,0,1,0,0,-30.57,1.36,30.58,-1.14,0,0,0,0
5761,170432,170433,0.02214,0.05677,0.00211,119.8,119.8,119.8,0,0,1,0,0,19.17,-4.9,-19.09,4.9,0,0,0,0
5762,170435,170433,0.01748,0.04235,0.00165,136.4,136.4,136.4,0,0,1,0,0,35.62,-5.44,-35.4,5.8,0,0,0,0
5763,170435,170434,0.00162,0.04718,0.0,249.1,249.1,249.1,1,0,1,0,0,-78.12,-9.06,78.22,11.89,0,0,0,0
5764,170434,170556,0.00366,0.0161,0.0106,269.1,269.1,269.1,0,0,1,0,0,-82.67,-11.08,82.91,11.03,0,0,0,0
5765,170439,170436,0.00985,0.02933,0.00273,144.7,144.7,144.7,0,0,1,0,0,66.82,-49.17,-66.19,50.76,0,0,0,0
5766,170441,170436,0.01037,0.02171,0.00119,140.2,140.2,140.2,0,0,1,0,0,-35.94,-14.01,36.09,14.18,0,0,0,0
5767,170443,170437,0.01471,0.03361,0.00114,136.4,136.4,136.4,0,0,1,0,0,43.43,-7.39,-43.15,7.92,0,0,0,0
5768,170437,260164,0.03867,0.09988,0.0033,122.5,122.5,122.5,0,0,1,0,0,14.85,-15.22,-14.68,15.33,0,0,0,0
5769,170439,170438,0.00234,0.06197,0.0,278.7,278.7,278.7,1,0,1,0,0,-93.59,27.71,93.8,-22.17,0,0,0,0
5770,170439,170444,0.00691,0.02199,0.0006,111.8,111.8,111.8,0,0,1,0,0,-4.13,11.16,4.14,-11.19,0,0,0,0
5771,170443,170442,0.00151,0.04918,0.0,226.0,226.0,226.0,1,0,1,0,0,-72.94,-32.21,73.04,35.3,0,0,0,0
5772,170531,170442,0.00123,0.00798,0.00559,265.9,265.9,265.9,0,0,1,0,0,73.11,35.21,-73.04,-35.3,0,0,0,0
5773,170443,260184,0.01725,0.04985,0.00089,120.6,120.6,120.6,0,0,1,0,0,15.45,21.15,-15.33,-20.9,0,0,0,0
5774,170445,170452,0.00132,0.00769,0.00316,236.9,236.9,236.9,0,0,1,0,0,61.4,-28.19,-61.34,28.18,0,0,0,0
5775,170453,170445,0.00268,0.01224,0.00749,235.0,235.0,235.0,0,0,1,0,0,87.7,-20.47,-87.5,20.61,0,0,0,0
5776,170447,170451,0.00477,0.03084,0.01913,244.5,244.5,244.5,0,0,1,0,0,-79.28,-2.39,79.56,2.19,0,0,0,0
5777,170453,170448,0.00138,0.00751,0.00311,235.1,235.1,235.1,0,0,1,0,0,46.58,-5.85,-46.55,5.68,0,0,0,0
5778,170451,170450,0.0006,0.03503,0.0,409.7,409.7,409.7,1,0,1,0,0,-119.62,-19.79,119.7,24.62,0,0,0,0
5779,170562,170450,0.00118,0.01295,0.40705,1010.2,1010.2,1010.2,0,0,1,0,0,119.86,-17.87,-119.7,-24.62,0,0,0,0
5780,170452,170451,0.0009,0.00632,0.00519,250.6,250.6,250.6,0,0,1,0,0,-34.44,-5.01,34.45,4.52,0,0,0,0
5781,170452,170574,0.00142,0.00752,0.00945,244.9,244.9,244.9,0,0,1,0,0,85.98,-26.11,-85.87,25.67,0,0,0,0
5782,170454,170539,0.00111,0.00516,0.01466,251.0,251.0,251.0,0,0,1,0,0,-46.7,-7.54,46.72,6.05,0,0,0,0
5783,170460,170455,0.00251,0.01128,0.00613,336.3,336.3,336.3,0,0,1,0,0,70.47,-12.4,-70.35,12.27,0,0,0,0
5784,170455,250152,0.00173,0.01084,0.05855,332.2,332.2,332.2,0,0,1,0,0,100.12,-20.85,-99.95,15.54,0,0,0,0
5785,170456,170539,0.00282,0.01521,0.01934,295.6,295.6,295.6,0,0,1,0,0,-29.48,6.08,29.5,-8.05,0,0,0,0
5786,170458,250099,0.00341,0.02228,0.06063,293.8,293.8,293.8,0,0,1,0,0,9.63,2.06,-9.62,-8.53,0,0,0,0
5787,250163,170458,0.00208,0.01127,0.00473,298.4,298.4,298.4,0,0,1,0,0,18.43,2.71,-18.43,-3.19,0,0,0,0
5788,170460,170539,0.00087,0.00368,0.00388,346.6,346.6,346.6,0,0,1,0,0,-91.77,5.3,91.84,-5.43,0,0,0,0
5789,170576,170461,0.00389,0.02081,0.00925,273.1,273.1,273.1,0,0,1,0,0,17.13,4.8,-17.12,-5.73,0,0,0,0
5790,170463,170462,0.00018,0.01228,0.0,460.6,460.6,460.6,1,0,1,0,0,-120.46,5.97,120.48,-4.33,0,0,0,0
5791,170463,170462,0.00018,0.01228,0.0,460.6,460.6,460.6,1,0,1,0,0,-120.46,5.97,120.48,-4.33,0,0,0,0
5792,170462,170548,0.0017,0.01964,0.3928,1132.3,1132.3,1132.3,0,0,1,0,0,-157.67,9.37,158.07,-47.4,0,0,0,0
5793,170462,170562,0.00144,0.01717,0.24736,1016.9,1016.9,1016.9,0,0,1,0,0,-83.3,-0.71,83.4,-25.1,0,0,0,0
5794,170465,170464,0.00144,0.0085,0.00277,311.6,311.6,311.6,0,0,1,0,0,135.55,-13.47,-135.3,14.66,0,0,0,0
5795,170464,170484,0.00294,0.01686,0.05054,304.9,304.9,304.9,0,0,1,0,0,112.9,-18.12,-112.54,14.79,0,0,0,0
5796,170480,170465,0.00268,0.0162,0.00318,320.2,320.2,320.2,0,0,1,0,0,165.54,-2.38,-164.85,6.17,0,0,0,0
5797,170466,170469,0.00366,0.0166,0.00423,243.4,243.4,243.4,0,0,1,0,0,-13.53,-9.77,13.54,9.35,0,0,0,0
5798,170466,170476,0.00398,0.02195,0.01131,266.1,266.1,266.1,0,0,1,0,0,-9.87,5.79,9.87,-6.98,0,0,0,0
5799,170476,170468,0.00283,0.01105,0.00334,281.1,281.1,281.1,0,0,1,0,0,13.61,13.15,-13.6,-13.47,0,0,0,0
5800,170470,170484,0.00607,0.03134,0.02199,241.3,241.3,241.3,0,0,1,0,0,-48.36,12.2,48.5,-13.8,0,0,0,0
5801,170483,170471,0.00449,0.02303,0.01597,271.1,271.1,271.1,0,0,1,0,0,16.63,-2.78,-16.61,1.12,0,0,0,0
5802,170570,170472,0.0034,0.01264,0.00565,233.3,233.3,233.3,0,0,1,0,0,-56.41,4.26,56.51,-4.49,0,0,0,0
5803,170478,170568,0.00173,0.00844,0.00391,267.6,267.6,267.6,0,0,1,0,0,-10.45,-8.8,10.45,8.4,0,0,0,0
5804,170478,170572,0.00477,0.03237,0.02644,284.4,284.4,284.4,0,0,1,0,0,50.4,-10.02,-50.28,7.98,0,0,0,0
5805,170580,170478,0.00166,0.00919,0.00432,305.8,305.8,305.8,0,0,1,0,0,61.01,-12.45,-60.95,12.32,0,0,0,0
5806,170480,170479,0.00054,0.03702,0.0,435.7,435.7,435.7,1,0,1,0,0,-253.8,-17.79,254.13,40.11,0,0,0,0
5807,170479,170562,0.00014,0.00197,0.05428,1066.2,1066.2,1066.2,0,0,1,0,0,-254.13,276.89,254.31,-280.26,0,0,0,0
5808,170480,170580,0.00155,0.0101,0.00236,304.5,304.5,304.5,0,0,1,0,0,72.79,-1.21,-72.71,1.45,0,0,0,0
5809,170482,170534,0.00205,0.01198,0.009,291.1,291.1,291.1,0,0,1,0,0,-64.4,-7.59,64.48,7.1,0,0,0,0
5810,170534,170483,0.00363,0.02144,0.01357,277.8,277.8,277.8,0,0,1,0,0,-5.52,-4.39,5.52,2.94,0,0,0,0
5811,170493,170485,0.00168,0.00735,0.00517,322.4,322.4,322.4,0,0,1,0,0,97.36,0.54,-97.21,-0.44,0,0,0,0
5812,170485,170494,0.00032,0.00222,0.0011,297.3,297.3,297.3,0,0,1,0,0,76.33,4.36,-76.31,-4.36,0,0,0,0
