bus_name,BUS_I,BUS_TYPE,PD,QD,GS,BS,BUS_AREA,VM,VA,BASE_KV,ZONE,VMAX,VMIN,LAM_P,LAM_Q,MU_VMAX,MU_VMIN
CRESSON 4 1,150393,1,2.79,0.9,0,0.0,5,1.0285487,-10.242497,138.0,1,1.1,0.9,27.36,0.0,0,0
GRANBURY 4 1,150394,1,7.8,1.8,0,0.0,5,1.030546,-9.375579,138.0,1,1.1,0.9,27.36,0.0,0,0
AZLE 3 1,150395,1,12.0,1.43,0,0.0,5,1.0250467,-11.62253,138.0,1,1.1,0.9,27.36,-0.01,0,0
AZLE 4 1,150396,1,8.0,0.45,0,0.0,5,1.0286818,-10.136408,138.0,1,1.1,0.9,27.36,0.0,0,0
AZLE 5 1,150397,1,11.9,3.69,0,0.0,5,1.0293035,-9.861221,138.0,1,1.1,0.9,27.36,0.0,0,0
AZLE 6 1,150398,1,7.3,2.49,0,0.0,5,1.0268451,-10.567502,138.0,1,1.1,0.9,27.36,-0.01,0,0
ALEDO 5 1,150399,1,10.3,3.54,0,0.0,5,1.0234148,-12.831199,138.0,1,1.1,0.9,27.36,-0.01,0,0
ALEDO 6 1,150400,1,13.0,2.18,0,0.0,5,1.0235584,-13.471461,138.0,1,1.1,0.9,27.36,-0.01,0,0
ALEDO 7 1,150401,1,8.7,2.26,0,0.0,5,1.0242076,-14.024423,138.0,1,1.1,0.9,27.36,-0.01,0,0
CRESSON 5 1,150402,1,3.39,0.45,0,0.0,5,1.0248568,-14.558271,138.0,1,1.1,0.9,27.36,-0.01,0,0
LIPAN 2 1,150403,1,2.11,0.75,0,0.0,5,1.0391645,-8.578085,138.0,1,1.1,0.9,27.36,0.0,0,0
GRANBURY 5 1,150404,1,13.0,4.6,0,0.0,5,1.0333568,-9.366013,138.0,1,1.1,0.9,27.36,0.0,0,0
GRANBURY 6 1,150405,1,1.8,0.38,0,0.0,5,1.0375448,-10.048083,138.0,1,1.1,0.9,27.36,0.0,0,0
GRANBURY 7 1,150406,1,14.9,1.2,0,0.0,5,1.0365945,-9.800026,138.0,1,1.1,0.9,27.36,0.0,0,0
GRANBURY 8 1,150407,1,11.8,1.2,0,0.0,5,1.035979,-9.436647,138.0,1,1.1,0.9,27.36,0.0,0,0
TOLAR 2 1,150408,1,2.94,0.22,0,0.0,5,1.0375476,-5.749998,138.0,1,1.1,0.9,27.37,0.0,0,0
GRANBURY 9 1,150409,1,13.4,4.8,0,0.0,5,1.0347141,-9.81801,138.0,1,1.1,0.9,27.36,0.0,0,0
RAINBOW 3 1,150410,1,5.1,1.88,0,0.0,5,1.0314894,-11.142538,138.0,1,1.1,0.9,27.36,0.0,0,0
GLEN ROSE 3 1,150411,1,11.0,3.09,0,0.0,5,1.0316466,-8.798892,138.0,1,1.1,0.9,27.36,0.0,0,0
WEATHERFORD 7 1,150412,1,12.8,3.61,0,0.0,5,1.0339008,-9.801557,138.0,1,1.1,0.9,27.37,-0.01,0,0
WEATHERFORD 8 1,150413,1,105.1,59.13,0,0.0,5,1.0215463,-12.40592,138.0,1,1.1,0.9,27.36,-0.01,0,0
AZLE 7 1,150414,1,12.8,2.79,0,0.0,5,1.0254727,-11.796967,138.0,1,1.1,0.9,27.36,-0.01,0,0
GLEN ROSE 4 1,150415,1,3.46,0.9,0,0.0,5,1.0355634,-8.319712,138.0,1,1.1,0.9,27.36,0.0,0,0
DECATUR 4 1,150416,1,22.8,5.8,0,0.0,5,1.023554,-13.347873,138.0,1,1.1,0.9,27.36,-0.01,0,0
BRIDGEPORT 2 1,150417,1,16.7,4.7,0,0.0,5,1.0348059,-8.369811,138.0,1,1.1,0.9,27.36,0.0,0,0
BOYD 3 1,150418,1,9.1,3.09,0,0.0,5,1.0138447,-17.19912,138.0,1,1.1,0.9,27.35,-0.01,0,0
NEWARK 4 1,150419,1,8.5,2.26,0,0.0,5,1.0132499,-18.016658,138.0,1,1.1,0.9,27.35,-0.01,0,0
RHOME 3 1,150420,1,7.8,1.13,0,0.0,5,1.0191572,-14.813325,138.0,1,1.1,0.9,27.36,-0.01,0,0
HASLET 3 1,150421,1,4.7,1.5,0,0.0,5,1.0213992,-13.648636,138.0,1,1.1,0.9,27.36,-0.01,0,0
CHICO 4 1,150422,1,5.7,1.73,0,0.0,5,1.0349034,-7.850285,138.0,1,1.1,0.9,27.36,0.0,0,0
BRIDGEPORT 3 1,150423,1,4.8,1.73,0,0.0,5,1.0357766,-8.221367,138.0,1,1.1,0.9,27.36,0.0,0,0
MUENSTER 4 1,150424,1,8.0,2.71,0,0.0,2,1.0315648,-15.844406,138.0,1,1.1,0.9,27.36,-0.01,0,0
ALVORD 2 1,150425,1,4.16,1.13,0,0.0,5,1.0299477,-9.831224,138.0,1,1.1,0.9,27.36,0.0,0,0
GRAHAM 3 1,150426,1,0.0,0.0,0,0.0,5,1.0393924,1.21993,345.0,1,1.1,0.9,27.37,0.0,0,0
GRAHAM 3 2,150427,1,0.0,0.0,0,0.0,5,1.0366553,1.673685,138.0,1,1.1,0.9,27.37,0.0,0,0
GRAHAM 3 3,150428,2,0.0,0.0,0,0.0,5,1.0159863,4.460788,13.8,1,1.1,0.9,27.37,0.0,0,0
GRAHAM 3 4,150429,2,0.0,0.0,0,0.0,5,1.0150732,4.838781,13.8,1,1.1,0.9,27.37,0.0,0,0
KENNEDALE 8 1,150430,1,0.0,0.0,0,67.88,5,1.04,-11.025008,345.0,1,1.1,0.9,27.36,0.0,0,0
KENNEDALE 8 2,150431,2,0.0,0.0,0,0.0,5,1.0221211,-6.759693,22.0,1,1.1,0.9,27.36,0.0,0,0
KENNEDALE 8 3,150432,2,0.0,0.0,0,0.0,5,1.04,-11.025008,13.8,1,1.1,0.9,27.36,0.0,0,0
KENNEDALE 8 4,150433,2,0.0,0.0,0,0.0,5,1.0216682,-6.982908,24.0,1,1.1,0.9,27.36,0.0,0,0
GORDON 3 1,150434,1,0.0,0.0,0,0.0,5,1.0410582,2.361653,345.0,1,1.1,0.9,27.37,0.0,0,0
GORDON 3 2,150435,2,0.0,0.0,0,0.0,5,1.04,3.776738,13.8,1,1.1,0.9,27.37,0.0,0,0
GORDON 3 3,150436,2,0.0,0.0,0,0.0,5,1.04,4.331393,22.0,1,1.1,0.9,27.37,0.0,0,0
GORDON 3 4,150437,2,0.0,0.0,0,0.0,5,1.0266761,4.785965,13.8,1,1.1,0.9,27.37,0.0,0,0
GORDON 3 5,150438,2,0.0,0.0,0,0.0,5,1.0410582,2.361653,18.0,1,1.1,0.9,27.37,0.0,0,0
GORDON 3 6,150439,2,0.0,0.0,0,0.0,5,1.04,2.83719,13.8,1,1.1,0.9,27.37,0.0,0,0
GLEN ROSE 5 1,150440,1,0.0,0.0,0,116.94,5,1.04,-2.230643,345.0,1,1.1,0.9,27.37,0.0,0,0
GLEN ROSE 5 2,150441,2,0.0,0.0,0,0.0,5,1.0260741,2.336975,13.8,1,1.1,0.9,27.37,0.0,0,0
GLEN ROSE 5 3,150442,2,0.0,0.0,0,0.0,5,1.0257437,2.412494,13.8,1,1.1,0.9,27.37,0.0,0,0
GRANBURY 10 1,150443,1,0.0,0.0,0,0.0,5,1.0399054,-4.947854,345.0,1,1.1,0.9,27.36,0.0,0,0
GRANBURY 10 2,150444,1,0.0,0.0,0,0.0,5,1.0372,-9.25045,138.0,1,1.1,0.9,27.36,0.0,0,0
GRANBURY 10 3,150445,2,0.0,0.0,0,0.0,5,1.04,-3.815991,13.8,1,1.1,0.9,27.36,0.0,0,0
GRANBURY 10 4,150446,2,0.0,0.0,0,0.0,5,1.04,-3.633858,24.0,1,1.1,0.9,27.36,0.0,0,0
GRANBURY 10 5,150447,2,0.0,0.0,0,0.0,5,1.04,-4.273371,13.8,1,1.1,0.9,27.36,0.0,0,0
GRANBURY 10 6,150448,2,0.0,0.0,0,0.0,5,1.04,-4.148199,13.8,1,1.1,0.9,27.36,0.0,0,0
WICHITA FALLS 11 1,150449,1,0.0,0.0,0,0.0,2,1.031872,8.85999,345.0,1,1.1,0.9,27.38,-0.01,0,0
WICHITA FALLS 11 2,150450,1,0.0,0.0,0,0.0,2,1.033402,6.99922,138.0,1,1.1,0.9,27.38,-0.01,0,0
WICHITA FALLS 11 3,150451,2,0.0,0.0,0,0.0,2,1.04,7.894774,18.0,1,1.1,0.9,27.38,-0.01,0,0
WICHITA FALLS 11 4,150452,2,0.0,0.0,0,0.0,2,1.04,7.894774,18.0,1,1.1,0.9,27.38,-0.01,0,0
WICHITA FALLS 11 5,150453,1,0.0,0.0,0,0.0,2,1.0393793,7.8047,1.0,1,1.1,0.9,27.38,-0.01,0,0
WICHITA FALLS 11 6,150454,2,0.0,0.0,0,0.0,2,1.0381689,7.317539,13.8,1,1.1,0.9,27.38,-0.01,0,0
SHEPPARD AFB 5 1,150455,1,49.7,6.4,0,0.0,2,1.0379884,9.04888,138.0,1,1.1,0.9,27.38,-0.01,0,0
SHEPPARD AFB 5 2,150456,1,0.0,0.0,0,0.0,2,1.0379884,9.04888,24.0,1,1.1,0.9,27.38,-0.01,0,0
SHEPPARD AFB 5 3,150457,1,0.0,0.0,0,0.0,2,1.0379884,9.04888,24.0,1,1.1,0.9,27.38,-0.01,0,0
SHEPPARD AFB 5 4,150458,1,0.0,0.0,0,0.0,2,1.0379884,9.04888,1.0,1,1.1,0.9,27.38,-0.01,0,0
SHEPPARD AFB 5 5,150459,1,0.0,0.0,0,0.0,2,1.0379884,9.04888,13.8,1,1.1,0.9,27.38,-0.01,0,0
JOSHUA 7 1,150460,1,0.0,0.0,0,0.0,5,1.0379884,-6.887615,345.0,1,1.1,0.9,27.36,0.0,0,0
JOSHUA 7 2,150461,1,17.1,5.55,0,0.0,5,1.0315042,-11.157075,138.0,1,1.1,0.9,27.36,0.0,0,0
JOSHUA 7 3,150462,2,0.0,0.0,0,0.0,5,1.04,-4.998326,22.0,1,1.1,0.9,27.36,0.0,0,0
JOSHUA 7 4,150463,2,0.0,0.0,0,0.0,5,1.04,-5.789605,13.8,1,1.1,0.9,27.36,0.0,0,0
BRIDGEPORT 4 1,150464,1,0.0,0.0,0,0.0,5,1.0394959,-5.132733,345.0,1,1.1,0.9,27.36,0.0,0,0
BRIDGEPORT 4 2,150465,1,0.0,0.0,0,0.0,5,1.0360403,-8.315307,138.0,1,1.1,0.9,27.36,0.0,0,0
BRIDGEPORT 4 3,150466,1,0.0,0.0,0,0.0,5,1.0360403,-8.315307,13.8,1,1.1,0.9,27.36,0.0,0,0
BRIDGEPORT 4 4,150467,1,0.0,0.0,0,0.0,5,1.0360403,-8.315307,13.8,1,1.1,0.9,27.36,0.0,0,0
BRIDGEPORT 4 5,150468,1,0.0,0.0,0,0.0,5,1.0360403,-8.315307,1.0,1,1.1,0.9,27.36,0.0,0,0
BRIDGEPORT 4 6,150469,1,0.0,0.0,0,0.0,5,1.0360403,-8.315307,13.8,1,1.1,0.9,27.36,0.0,0,0
BRIDGEPORT 4 7,150470,1,0.0,0.0,0,0.0,5,1.0360403,-8.315307,18.0,1,1.1,0.9,27.36,0.0,0,0
BRIDGEPORT 4 8,150471,1,0.0,0.0,0,0.0,5,1.0360403,-8.315307,24.0,1,1.1,0.9,27.36,0.0,0,0
BRIDGEPORT 4 9,150472,1,0.0,0.0,0,0.0,5,1.0394959,-5.132733,13.8,1,1.1,0.9,27.36,0.0,0,0
BRIDGEPORT 4 10,150473,1,0.0,0.0,0,0.0,5,1.0360403,-8.315307,13.8,1,1.1,0.9,27.36,0.0,0,0
BRIDGEPORT 4 11,150474,1,0.0,0.0,0,0.0,5,1.0360403,-8.315307,18.0,1,1.1,0.9,27.36,0.0,0,0
RAINBOW 4 1,150475,1,0.0,0.0,0,424.3,5,1.042,-3.827958,345.0,1,1.1,0.9,27.36,0.0,0,0
RAINBOW 4 2,150476,2,0.0,0.0,0,0.0,5,1.0569312,-1.462157,13.8,1,1.1,0.9,27.36,0.0,0,0
RAINBOW 4 3,150477,2,0.0,0.0,0,0.0,5,1.04,-2.3451,13.8,1,1.1,0.9,27.36,0.0,0,0
RAINBOW 4 4,150478,2,0.0,0.0,0,0.0,5,1.0554981,-2.240176,13.8,1,1.1,0.9,27.36,0.0,0,0
PERRIN 2 1,150479,1,0.0,0.0,0,319.56,5,1.0430813,-3.476516,345.0,1,1.1,0.9,27.37,0.0,0,0
PERRIN 2 2,150480,1,0.0,0.0,0,0.0,5,1.0416447,-6.457573,138.0,1,1.1,0.9,27.37,0.0,0,0
PERRIN 2 3,150481,2,0.0,0.0,0,0.0,5,1.0294683,-2.248083,20.0,1,1.1,0.9,27.37,0.0,0,0
PERRIN 2 4,150482,2,0.0,0.0,0,0.0,5,1.0233308,0.045317,13.8,1,1.1,0.9,27.37,0.0,0,0
PERRIN 2 5,150483,2,0.0,0.0,0,0.0,5,1.04,-1.565947,13.8,1,1.1,0.9,27.37,0.0,0,0
PERRIN 2 6,150484,2,0.0,0.0,0,0.0,5,1.0286713,-2.041036,13.8,1,1.1,0.9,27.37,0.0,0,0
PERRIN 2 7,150485,2,0.0,0.0,0,0.0,5,1.04,-1.687583,13.8,1,1.1,0.9,27.37,0.0,0,0
PERRIN 2 8,150486,2,0.0,0.0,0,0.0,5,1.04,-1.232789,13.8,1,1.1,0.9,27.37,0.0,0,0
POOLVILLE 2 1,150487,1,0.0,0.0,0,0.0,5,1.0418285,-4.237635,345.0,1,1.1,0.9,27.37,0.0,0,0
POOLVILLE 2 2,150488,2,0.0,0.0,0,0.0,5,1.04,-2.568662,13.8,1,1.1,0.9,27.37,0.0,0,0
POOLVILLE 2 3,150489,2,0.0,0.0,0,0.0,5,1.0243978,-1.073076,18.0,1,1.1,0.9,27.37,0.0,0,0
POOLVILLE 2 4,150490,2,0.0,0.0,0,0.0,5,1.04,-2.309309,13.8,1,1.1,0.9,27.37,0.0,0,0
DESDEMONA 3 1,150491,1,0.0,0.0,0,0.0,5,1.0382087,-0.312839,138.0,1,1.1,0.9,27.37,0.0,0,0
DESDEMONA 3 2,150492,2,0.0,0.0,0,0.0,5,1.04,0.575858,13.8,1,1.1,0.9,27.37,0.0,0,0
ALEDO 8 1,150493,1,0.0,0.0,0,238.2,5,1.0450643,-14.665192,138.0,1,1.1,0.9,27.36,0.0,0,0
ALEDO 8 2,150494,1,0.0,0.0,0,0.0,5,1.0450643,-14.665192,13.8,1,1.1,0.9,27.36,0.0,0,0
BRYSON 1 1,150495,1,0.0,0.0,0,0.0,5,1.0408846,1.036343,138.0,1,1.1,0.9,27.37,0.0,0,0
BRYSON 1 2,150496,2,0.0,0.0,0,0.0,5,1.04,2.668748,18.0,1,1.1,0.9,27.37,0.0,0,0
OLNEY 2 1,150497,1,0.0,0.0,0,342.13,5,1.0460819,3.091178,345.0,1,1.1,0.9,27.37,0.0,0,0
OLNEY 2 2,150498,1,0.0,0.0,0,0.0,5,1.042266,4.074809,138.0,1,1.1,0.9,27.37,0.0,0,0
OLNEY 2 3,150499,2,0.0,0.0,0,0.0,5,1.04,5.403866,18.0,1,1.1,0.9,27.37,0.0,0,0
WINDTHORST 2 1,150500,1,0.0,0.0,0,0.0,2,1.041464,6.865378,345.0,1,1.1,0.9,27.38,0.0,0,0
WINDTHORST 2 2,150501,1,9.3,3.24,0,0.0,2,1.0428425,4.897078,138.0,1,1.1,0.9,27.38,0.0,0,0
WINDTHORST 2 3,150502,2,0.0,0.0,0,0.0,2,1.04,8.625842,20.0,1,1.1,0.9,27.38,0.0,0,0
BRYSON 2 1,150503,1,0.0,0.0,0,0.0,5,1.0429307,-0.522819,345.0,1,1.1,0.9,27.37,0.0,0,0
BRYSON 2 2,150504,1,0.0,0.0,0,0.0,5,1.0419926,-1.282539,138.0,1,1.1,0.9,27.37,0.0,0,0
BRYSON 2 3,150505,2,0.0,0.0,0,0.0,5,1.04,1.68414,13.8,1,1.1,0.9,27.37,0.0,0,0
MUENSTER 5 1,150506,1,0.0,0.0,0,0.0,2,1.0349609,-15.200081,138.0,1,1.1,0.9,27.36,0.0,0,0
MUENSTER 5 2,150507,2,0.0,0.0,0,0.0,2,1.04,-13.255579,13.8,1,1.1,0.9,27.36,0.0,0,0
ODELL 1 1,150509,1,0.0,0.0,0,0.0,2,1.0400686,22.449806,138.0,1,1.1,0.9,27.4,0.0,0,0
ODELL 1 2,150510,2,0.0,0.0,0,0.0,2,1.04,22.95589,13.8,1,1.1,0.9,27.4,0.0,0,0
JACKSBORO 3 1,150511,1,1.18,0.38,0,0.0,5,1.0386032,-3.705686,138.0,1,1.1,0.9,27.37,0.0,0,0
JACKSBORO 3 2,150512,2,0.0,0.0,0,0.0,5,1.04,-1.549824,13.8,1,1.1,0.9,27.37,0.0,0,0
WINDTHORST 3 1,150513,1,66.3,27.4,0,139.96,2,1.0432551,7.513234,345.0,1,1.1,0.9,27.38,0.0,0,0
WINDTHORST 3 2,150514,1,11.1,3.61,0,0.0,2,1.0447666,6.616022,138.0,1,1.1,0.9,27.38,0.0,0,0
WINDTHORST 3 3,150515,2,0.0,0.0,0,0.0,2,1.0313914,9.454126,13.8,1,1.1,0.9,27.38,0.0,0,0
WINDTHORST 4 1,150516,1,0.0,0.0,0,0.0,2,1.042148,4.557356,138.0,1,1.1,0.9,27.37,0.0,0,0
WINDTHORST 4 2,150517,2,0.0,0.0,0,0.0,2,1.04,5.427585,13.8,1,1.1,0.9,27.37,0.0,0,0
SEYMOUR 3 1,150519,1,24.6,7.7,0,0.0,2,1.0406721,11.727175,138.0,1,1.1,0.9,27.38,0.0,0,0
SEYMOUR 3 2,150520,2,0.0,0.0,0,0.0,2,1.04,12.196001,24.0,1,1.1,0.9,27.38,0.0,0,0
RAINBOW 5 1,150521,1,0.0,0.0,0,0.0,5,1.0413056,-3.724713,345.0,1,1.1,0.9,27.36,0.0,0,0
RAINBOW 5 2,150522,1,0.0,0.0,0,0.0,5,1.038217,-7.270831,138.0,1,1.1,0.9,27.36,0.0,0,0
RAINBOW 5 3,150523,2,0.0,0.0,0,0.0,5,1.0413056,-3.724713,22.0,1,1.1,0.9,27.36,0.0,0,0
RAINBOW 5 4,150524,2,0.0,0.0,0,0.0,5,1.0231333,-0.604335,13.8,1,1.1,0.9,27.36,0.0,0,0
RAINBOW 5 5,150525,2,0.0,0.0,0,0.0,5,1.0250863,-0.841248,13.8,1,1.1,0.9,27.36,0.0,0,0
OKLAUNION 2 1,150526,1,0.0,0.0,0,19.2,2,1.04,16.782242,345.0,1,1.1,0.9,27.38,-0.01,0,0
OKLAUNION 2 2,150527,1,0.0,0.0,0,0.0,2,1.0387523,17.192018,138.0,1,1.1,0.9,27.38,-0.01,0,0
OKLAUNION 2 3,150528,2,0.0,0.0,0,0.0,2,1.0380704,18.569165,18.0,1,1.1,0.9,27.39,-0.01,0,0
MUENSTER 6 1,150529,1,0.0,0.0,0,0.0,2,1.0246301,-8.404267,345.0,1,1.1,0.9,27.36,-0.01,0,0
MUENSTER 6 2,150530,1,0.0,0.0,0,0.0,2,1.0337463,-14.715734,138.0,1,1.1,0.9,27.36,-0.01,0,0
MUENSTER 6 3,150531,2,0.0,0.0,0,0.0,2,1.0394809,-6.772068,18.0,1,1.1,0.9,27.36,-0.01,0,0
MINGUS 4 1,150532,1,0.0,0.0,0,153.3,5,1.0455364,0.442321,345.0,1,1.1,0.9,27.37,0.0,0,0
MINGUS 4 2,150533,1,0.0,0.0,0,0.0,5,1.0461017,-2.789438,138.0,1,1.1,0.9,27.37,0.0,0,0
MINGUS 4 3,150534,2,0.0,0.0,0,0.0,5,1.0404227,1.333508,18.0,1,1.1,0.9,27.37,0.0,0,0
KENNEDALE 9 1,150535,1,0.0,0.0,0,0.0,5,1.010428,-19.908218,69.0,1,1.1,0.9,27.35,-0.01,0,0
KENNEDALE 9 2,150536,1,0.0,0.0,0,0.0,5,1.010428,-19.908218,24.0,1,1.1,0.9,27.35,-0.01,0,0
WALNUT SPRINGS 3 1,150537,1,0.0,0.0,0,0.0,5,1.0344399,-7.596714,138.0,1,1.1,0.9,27.36,0.0,0,0
WALNUT SPRINGS 3 2,150538,1,0.0,0.0,0,0.0,5,1.0344399,-7.596714,13.8,1,1.1,0.9,27.36,0.0,0,0
DENTON 2 1,150539,1,0.0,0.0,0,0.0,5,1.0374594,-17.1132,345.0,1,1.1,0.9,27.35,0.0,0,0
DENTON 2 2,150540,1,0.0,0.0,0,0.0,5,1.0366457,-21.737774,138.0,1,1.1,0.9,27.35,0.0,0,0
DENTON 2 3,150541,2,0.0,0.0,0,0.0,5,1.04,-16.741827,18.0,1,1.1,0.9,27.35,0.0,0,0
DENTON 2 4,150542,2,0.0,0.0,0,0.0,5,1.04,-16.653131,18.0,1,1.1,0.9,27.35,0.0,0,0
DENTON 2 5,150543,2,0.0,0.0,0,0.0,5,1.04,-21.077602,20.0,1,1.1,0.9,27.35,0.0,0,0
DENTON 2 6,150544,2,0.0,0.0,0,0.0,5,1.04,-16.36651,13.8,1,1.1,0.9,27.35,0.0,0,0
DENTON 2 7,150545,2,0.0,0.0,0,0.0,5,1.04,-21.312892,18.0,1,1.1,0.9,27.35,0.0,0,0
DENTON 2 8,150546,2,0.0,0.0,0,0.0,5,1.04,-16.333263,18.0,1,1.1,0.9,27.35,0.0,0,0
DENTON 2 9,150547,2,0.0,0.0,0,0.0,5,1.04,-16.783151,13.8,1,1.1,0.9,27.35,0.0,0,0
SEYMOUR 4 1,150548,1,6.5,1.8,0,0.0,2,1.0401212,9.528155,138.0,1,1.1,0.9,27.38,0.0,0,0
SEYMOUR 4 2,150549,2,0.0,0.0,0,0.0,2,1.04,10.235994,18.0,1,1.1,0.9,27.38,0.0,0,0
VERNON 2 1,150550,1,0.0,0.0,0,328.38,2,1.044708,19.065441,345.0,1,1.1,0.9,27.39,-0.01,0,0
VERNON 2 2,150551,1,0.0,0.0,0,0.0,2,1.0426011,18.944394,138.0,1,1.1,0.9,27.39,-0.01,0,0
VERNON 2 3,150552,2,0.0,0.0,0,0.0,2,1.04,21.896793,13.8,1,1.1,0.9,27.39,0.0,0,0
BLUM 2 1,150553,1,0.0,0.0,0,0.0,5,1.0281708,-10.834736,138.0,1,1.1,0.9,27.36,0.0,0,0
BLUM 2 2,150554,2,0.0,0.0,0,0.0,5,1.0302006,-10.581953,18.0,1,1.1,0.9,27.36,0.0,0,0
OAKVILLE 1 1,160001,1,20.5,2.86,0,0.0,4,1.041536,16.944327,138.0,1,1.1,0.9,27.45,0.0,0,0
OAKVILLE 2 1,160002,1,23.4,5.3,0,0.0,4,1.0398197,16.114822,138.0,1,1.1,0.9,27.45,0.0,0,0
ENCINO 1 1,160003,1,3.09,0.9,0,0.0,4,1.0506032,28.82659,138.0,1,1.1,0.9,27.45,0.0,0,0
ARMSTRONG 1 1,160004,1,0.0,0.0,0,0.0,4,1.0467659,31.087044,138.0,1,1.1,0.9,27.46,0.0,0,0
SAN DIEGO 1 1,160005,1,15.46,2.48,0,0.0,4,1.041695,23.064811,138.0,1,1.1,0.9,27.45,0.0,0,0
SANDIA 1 1,160006,1,18.2,5.5,0,0.0,4,1.040377,19.693606,138.0,1,1.1,0.9,27.45,0.0,0,0
SANDIA 2 1,160007,1,0.0,0.0,0,0.0,4,1.0417204,20.751662,138.0,1,1.1,0.9,27.45,0.0,0,0
FALFURRIAS 1 1,160008,1,0.0,0.0,0,0.0,4,1.0503307,26.842304,138.0,1,1.1,0.9,27.46,0.0,0,0
PORT ARANSAS 1 1,160009,1,152.1,42.73,0,0.0,4,1.0172517,21.239595,138.0,1,1.1,0.9,27.46,0.0,0,0
ODEM 1 1,160010,1,11.8,3.69,0,0.0,4,1.0387176,21.688294,138.0,1,1.1,0.9,27.46,0.0,0,0
ARANSAS PASS 1 1,160011,1,2.79,0.22,0,0.0,4,1.0338379,21.841936,138.0,1,1.1,0.9,27.46,0.0,0,0
DRISCOLL 1 1,160012,1,3.39,0.6,0,0.0,4,1.0419043,24.141823,138.0,1,1.1,0.9,27.46,0.0,0,0
ROBSTOWN 1 1,160013,1,4.16,1.2,0,11.02,4,1.0420215,21.377032,138.0,1,1.1,0.9,27.46,0.0,0,0
ORANGE GROVE 1 1,160014,1,2.56,0.68,0,0.0,4,1.0405541,23.917649,138.0,1,1.1,0.9,27.45,0.0,0,0
SINTON 1 1,160015,1,2.64,0.15,0,0.0,4,1.0336897,19.436697,138.0,1,1.1,0.9,27.45,0.0,0,0
TAFT 1 1,160016,1,1.88,0.45,0,0.0,4,1.0305807,23.130693,138.0,1,1.1,0.9,27.46,0.0,0,0
AGUA DULCE 1 1,160017,1,5.2,1.65,0,0.0,4,1.049321,24.113652,138.0,1,1.1,0.9,27.46,0.0,0,0
ARANSAS PASS 2 1,160018,1,3.31,0.38,0,0.0,4,1.0259129,22.16254,138.0,1,1.1,0.9,27.46,0.0,0,0
CORPUS CHRISTI 1 1,160019,1,5.0,1.43,0,0.0,4,1.0217191,21.424446,138.0,1,1.1,0.9,27.46,0.0,0,0
CORPUS CHRISTI 2 1,160020,1,10.9,1.73,0,0.0,4,1.0225663,21.423036,138.0,1,1.1,0.9,27.46,0.0,0,0
SKIDMORE 1 1,160021,1,4.25,1.2,0,0.0,4,1.0436632,20.088975,138.0,1,1.1,0.9,27.46,0.0,0,0
FULTON 1 1,160022,1,10.6,3.76,0,0.0,4,1.0335115,21.91361,138.0,1,1.1,0.9,27.46,0.0,0,0
TYNAN 1 1,160023,1,1.23,0.3,0,0.0,4,1.0384151,17.422491,138.0,1,1.1,0.9,27.45,0.0,0,0
ORANGE GROVE 2 1,160024,1,3.01,0.3,0,0.0,4,1.0420833,21.815188,138.0,1,1.1,0.9,27.45,0.0,0,0
MATHIS 1 1,160025,1,6.3,0.22,0,0.0,4,1.0457073,22.103761,138.0,1,1.1,0.9,27.46,0.0,0,0
MATHIS 2 1,160026,1,2.11,0.6,0,0.0,4,1.0435661,20.648473,138.0,1,1.1,0.9,27.46,0.0,0,0
ORANGE GROVE 3 1,160027,1,1.22,0.22,0,0.0,4,1.0486752,23.468885,138.0,1,1.1,0.9,27.46,0.0,0,0
ALICE 1 1,160028,1,2.03,0.68,0,0.0,4,1.040852,23.702392,138.0,1,1.1,0.9,27.45,0.0,0,0
ALICE 2 1,160029,1,1.8,0.3,0,0.0,4,1.0422826,22.843069,138.0,1,1.1,0.9,27.45,0.0,0,0
ODEM 2 1,160030,1,6.9,2.49,0,0.0,4,1.0311584,20.27939,138.0,1,1.1,0.9,27.46,0.0,0,0
EDROY 1 1,160031,1,2.41,0.6,0,0.0,4,1.0408813,20.52189,138.0,1,1.1,0.9,27.45,0.0,0,0
BANQUETE 1 1,160032,1,1.58,0.15,0,0.0,4,1.0411248,23.69063,138.0,1,1.1,0.9,27.46,0.0,0,0
SKIDMORE 2 1,160033,1,1.73,0.3,0,0.0,4,1.0363643,18.371091,138.0,1,1.1,0.9,27.45,0.0,0,0
SINTON 2 1,160034,1,3.54,1.2,0,0.0,4,1.0375581,19.779989,138.0,1,1.1,0.9,27.46,0.0,0,0
BAYSIDE 1 1,160035,1,3.24,1.13,0,0.0,4,1.035465,21.239019,138.0,1,1.1,0.9,27.46,0.0,0,0
TAFT 2 1,160036,1,1.37,0.45,0,0.0,4,1.0369976,22.815804,138.0,1,1.1,0.9,27.46,0.0,0,0
ROBSTOWN 2 1,160037,1,7.4,1.05,0,16.58,4,1.0417417,21.34965,138.0,1,1.1,0.9,27.46,0.0,0,0
PORTLAND 1 1,160038,1,2.41,0.68,0,0.0,4,1.0415446,21.878347,138.0,1,1.1,0.9,27.46,0.0,0,0
ROBSTOWN 3 1,160039,1,9.6,2.79,0,0.0,4,1.0440778,24.046152,138.0,1,1.1,0.9,27.46,0.0,0,0
BEN BOLT 1 1,160040,1,1.04,0.38,0,0.0,4,1.0402867,24.361353,138.0,1,1.1,0.9,27.46,0.0,0,0
